Speech_Content_ID,Type,Name,Text,Speech_Time
1353,a,Speaker,"I also wish to advise the House that I have received a letter from Louisa Wall, resigning her seat in the House effective on Sunday, 1 May 2022.",29/03/2022 14:01
1354,Speech,Chris Hipkins," I seek leave to revise the wording of Government notice of motion No. 2 to correct the title in one order by inserting the word ""requirements"" after ""self-isolation"" in the order COVID-19 Public Health Response (Self-Isolation and Permitted Work) Order 2022 (SL 2022/46). Just to explain what I'm seeking leave for, it was discovered earlier today that there was a typographical error in one of the titles of the orders to be approved by the House, and so this leave is simply correcting the title of the order in the motion before I move the motion.",29/03/2022 21:17
1355,Interjection,Assistant Speaker, Is there any objection to that course of action being followed? There is none.,29/03/2022 21:17
1356,ContinueSpeech,Chris Hipkins," Thank you, Mr Speaker. I move, That this House approve the following orders made under the COVID-19 Public Health Response Act 2020: ",29/03/2022 21:17
1357,a,Chris Hipkins,"This is a regular fixture for the House at the moment as we deal with a global pandemic and as we particularly enter a phase of the global pandemic where things have been moving and changing at a fairly steady clip. Under the COVID-19 public health legislation, the Government is able to move quickly in order to put in place and in order to remove certain restrictions, certain rules, and certain processes that are required for our management of the COVID-19 response.",29/03/2022 21:17
1358,a,Chris Hipkins,"This motion today approves 11 orders that have come into force on various dates between 3 February and 2 March this year. Though none of these orders are more than two months old, it is worthy to note that some of them have already been amended or replaced. A significant number of the provisions in the orders that we're confirming today are actually now obsolete, which I think shows how nimble and flexible and responsive our overall response to managing COVID-19 has been and how it will continue to be.",29/03/2022 21:17
1359,a,Chris Hipkins,"We are moving pretty rapidly through the post-peak plan, and life is starting to return to something that feels a lot more normal. So aspects of the response that are covered in the orders today include changes around the rules for face coverings—those still largely remain in place; reductions in period of isolation and quarantine—most of those have now been superseded; changes in some of the rules for people who are self-isolating—some of those do continue in place; the loosening of some travel restrictions—in fact, there has been a much, much more liberal loosening of travel restrictions since those orders were put in place; and the lifting of the requirement to self-isolate or for managed isolation and quarantine (MIQ) for some travellers arriving in the country—and I would note that, in fact, again there's been a significant extension of that since those orders were put in place.",29/03/2022 21:17
1360,a,Chris Hipkins,"So the great majority of the amendments that these orders brought about were to ease restrictions as part of our managed transition, as we wound back many of the restrictions and many of the aspects of our COVID-19 response. There are some other significant ones still to come before the House, including removing vaccine pass requirements, removing vaccine mandates, and the changes that we've made to the traffic light system. Those will be covered in a subsequent motion; they've yet to be reviewed by the Regulations Review Committee.",29/03/2022 21:17
1361,a,Chris Hipkins,"I do want to acknowledge the work of the Regulations Review Committee in very conscientiously going through all of the orders that I have made under the COVID-19 Public Health Response Act and identifying a range of very useful questions, some of substance, some of style, but all of them, I think, underpinning that the committee has not in any way regarded this as a rubber stamp exercise. It has been a very important part of our continual review and improvement cycle. Often issues that have been identified by the Regulations Review Committee have been picked up on the next iteration of the orders in question. These orders have regularly been amended, regularly been updated, and are regularly changing; so the suggestions and the feedback from the Regulations Review Committee have often been incorporated.",29/03/2022 21:17
1362,a,Chris Hipkins,"The committee was particularly concerned, for example—just to highlight a few of the examples, but to highlight one—that a provision that was designed to mean that you wouldn't necessarily need to turf someone out of an MIQ facility in the middle of the night could result in people having to stay at an MIQ facility for longer than they might otherwise be required to, and that wasn't the intention of the order. The intention of the order was simply to make sure that, if somebody had nowhere else to go, they were able to stay there, because under the old order they would have had to be turfed out. So what we had to do was make sure that we got the balance right there, between saying, ""Yep, you can stay if you need to stay for a bit longer, but you're under no obligation to do that."" So, I think, with the exchange that we had with the committee, we were able to actually provide even better clarity in the next iteration of the order, which, of course, is now superseded because no one's going into MIQ now in the way that they were before. So I think that is a really good example of how the committee was able to contribute constructively to the process in order to keep improving these orders.",29/03/2022 21:17
1363,a,Chris Hipkins,"The orders—I do want to again acknowledge that they were often drafted and put in place with a sense of urgency because they were responding to a particular situation, a particular series of events, and so there has been ongoing, regular improvement as the opportunity has allowed.",29/03/2022 21:17
1364,a,Chris Hipkins,"In regard to the COVID-19 Public Health Response (Self-isolation Requirements and Permitted Work) Order of 2022, the committee was concerned that people who had to go into quarantine because they were unable to self-isolate in appropriate surroundings might face greater restrictions than they would if they were in self-isolation. We were able to explain that this may reflect the wider public health circumstances of why the person needed to go into MIQ facilities in the first place, and there are provisions there that allow for them to leave early, as that is required. The good news is that most of that, as I said, is now redundant, because we've moved to a new phase where the use of MIQ now has significantly diminished and, in fact, for most of those in MIQ—and there's very, very few—it is because they are in a particular category. So, for those who are interested in MIQ, as of today it's a couple of hundred people; mostly refugees, people who are coming from other parts of the world where they need a place to land when they get into the country, effectively—that is who MIQ are accommodating in their facilities at the moment.",29/03/2022 21:17
1365,a,Chris Hipkins,"The Regulations Review Committee, I think in their diligent scrutiny, looked right at the detail of some of the orders, including, I'm told, a detailed discussion of what ""contactless delivery"" actually is. I can say that the Cabinet committee had very similar conversation as we've unfolded our COVID-19 response over the last two years. So I welcome those kinds of conversations.",29/03/2022 21:17
1366,a,Chris Hipkins,"In May—so we're not far away from May now—it will be two years since the House passed the bill that became the COVID-19 Public Health Response Act of 2020. The powers given by that Act have given the Government the ability to move quickly to respond to the challenges that COVID-19 has brought about, and we've continued to evolve as the response to the virus has needed to evolve. It has been a big part of us being able to come through the global pandemic in a very strong position. We've got a strong economy, we have record low unemployment levels, and we are now in a very strong position to accelerate our recovery from COVID-19. It has been the orders made under the COVID-19 Public Health Response Act that have put us in that position.",29/03/2022 21:17
1367,a,Chris Hipkins,"But I also want to acknowledge, given that—I'm hoping—there may not be many more of these motions in the House, that there have been some really difficult trade-offs that have been involved in the response. There have been limitations on people's rights and freedoms—there's been no question about that. For many people, that's resulted in some hardship. So I want to acknowledge that, and I also want to acknowledge that I think everyone is feeling a degree of relief that we are getting to the point where our restrictions are much fewer than they have been for much of the response. We are returning to something that is much more normal. I look forward to continuing along that particular path.",29/03/2022 21:17
1368,Speech,Grant Robertson, I seek leave to move a motion without notice to congratulate the New Zealand Paralympic Winter Games team.,16/03/2022 14:00
1369,Interjection,Speaker, Just with a warning that we take a little longer over these things now. Is there any objection to that course of action being followed? There is none.,16/03/2022 14:00
1370,ContinueSpeech,Grant Robertson," I move, That this House congratulate the New Zealand Winter Paralympic Team for their outstanding achievements at the Beijing Winter Paralympics.",16/03/2022 14:00
1371,a,Grant Robertson,"With one gold, one silver, and two bronze medals, this was the most successful Paralympic Winter Games for New Zealand in 20 years. This was the biggest Paralympic Winter Games to date, so for the three person New Zealand team of Adam Hall, Corey Peters, and Aaron Ewen to win a total of four medals is quite remarkable. All three athletes can be very proud of their Paralympics campaign, which saw Corey Peters win gold in the men's downhill sitting and silver in the men's super-G sitting, and Adam Hall won a bronze medal in the men's slalom and in the super combined event, the most technical of the alpine skiing disciplines. New Zealand's newest Paralympian, Aaron Ewen, finished ninth in the men's slalom, a brilliant achievement in his first Paralympics.",16/03/2022 14:00
1372,a,Grant Robertson,"Corey Peters' gold in particular was a remarkable achievement, given that that he hadn't competed in a downhill event for two years as a result of the COVID-19 pandemic. He also missed the world championships two months ago after catching COVID himself. Adam Hall's bronze in the men's standing slalom was described by commentators as ""millimetre perfect"", a reflection of his skill in this discipline.",16/03/2022 14:00
1373,a,Grant Robertson,"Qualifying for the Winter Paralympics is an enormous achievement, and it's made New Zealanders so proud to see the skill, determination, and hard work of our Paralympians come to fruition in Beijing. I'd also like to acknowledge the enormous contribution of chef de mission Jane Stevens, head coach Ben Adams, and assistant coach Scott Palmer to the team's success, as well as Paralympics New Zealand and their chief executive Fiona Allan and all the other team officials and support staff.",16/03/2022 14:00
1374,a,Grant Robertson,"The ongoing impact of the COVID-19 pandemic restrictions, including the challenge of competing in Beijing without their friends and whānau on the side line for their events, meant that the support staff on the ground played a crucial role in our success at these Games. We have a great tradition of achievement at the Paralympics, and that also serves as a platform to challenge misconceptions about disabled people. These athletes have shown us that achievement can be limitless.",16/03/2022 14:00
1375,a,Grant Robertson,"Audiences for the Paralympic Winter Games continue to grow, and this was the first time New Zealanders were able to watch every Paralympic event, with TVNZ providing extensive coverage of the Games. Seeing the incredible performances across the full range of Paralympic winter sports has no doubt inspired disabled people and all New Zealanders. Again, I offer on behalf of the Government our congratulations to the members of the 2022 New Zealand Paralympic Winter Games team. They have made us extremely proud and are an inspiration to all New Zealanders.",16/03/2022 14:00
1376,Speech,Speaker, The question is that the motion be agreed to.,16/03/2022 14:03
1377,Speech,Speaker," Before we move on to petitions, I want to apologise to the members who were not invited to the ceremony this morning. That was my responsibility in that we were limited to 100 people, and I felt that it was better to invite members of the community who had been locked out, as well as members of Parliament and staff, to that ceremony. I will place on my record my thanks to Te Atiawa - Taranaki Whānui for the work that they did and helping us with the spiritual or emotional cleansing that goes along with the major physical decontamination of the site that has occurred. I will note that it is my intention to hold a ""grand reopening of the grass"", or something similar, possibly in early June, leading into Matariki, to which all members—COVID willing—will be invited. ",16/03/2022 14:14
1378,Speech,Jacinda Ardern, I seek leave to move a motion without notice to mark the third anniversary of the Christchurch terror attacks.,15/03/2022 14:00
1379,Interjection,Speaker," I'm just going to warn people, I'm going to take a little longer, as far as waiting for objection, because of the fact that we're working remotely, to give people the opportunity to do it. It was pointed out to me that I didn't previously. Is there any objection to that course of action being followed? There is none.",15/03/2022 14:00
1380,ContinueSpeech,Jacinda Ardern," I move, That this House remember that three years ago today, 51 people lost their lives and more than 40 were injured in the terror attacks on Christchurch masjidain, that it acknowledge the continuing impact on the Canterbury Muslim community and Muslim New Zealanders, reassert the promise we made as a House to protect Muslim New Zealanders and their right to be safe from fear, and thank all those who have worked so hard to rebuild the impacted communities.",15/03/2022 14:00
1381,a,Jacinda Ardern,"Today, I stand here on behalf of New Zealand to acknowledge those who lost their lives in the terrorist attacks of March 15. We remember the 51 who were killed. We remember the injured. We remember the families who suffered such all-encompassing loss, the communities that embraced them, and we remember the moment where we felt like everything changed around us in an instant. ",15/03/2022 14:00
1382,a,Jacinda Ardern,"March 15 is a date in our collective national history where we learnt about the very worst and the very best of humanity. I have many reflections from the days and weeks following the attack. Almost every single one of them is a memory, or a lesson, from our Muslim community. We were reminded, not just in the aftermath of the attack but across the course of the sentencing process, of the strength of courage, unity, and determination of our Muslim community. ",15/03/2022 14:00
1383,a,Jacinda Ardern,"After the sentencing of the perpetrator of this horrific act, the Imam who stood at the front of Al Noor mosque, who watched his own community gunned down in the midst of prayer, who that night was in such shock that I recall when I spoke with him, he uttered but two words. That same man stood outside the court in Christchurch and said: ""Extremists represent hate. We represent love and compassion. Muslim and non-Muslim, people of faith and no faith. That is us, New Zealanders. We are very proud to be Muslims in New Zealand.""",15/03/2022 14:00
1384,a,Jacinda Ardern,"I will never fathom how it is in the wake of such hardship that our Muslim community have never shown disdain for their home, only pride and endless hope that it will be better. And that is what we owe them: better. Better comes through the systemic changes we make, like the changes to our laws. Six days after the attack, we announced the ban for all military-style semi-automatic weapons and assault rifles. This took 61,000 over-powered firearms, 2,800 modified firearms, and more than 200,000 firearms parts and accessories out of our communities. We have also established a dedicated firearms unit within Police to take over firearms regulatory activities, as well as a firearms registry to be set up from June 2023, which will address the 30-year deficit of information when it comes to knowing what legal firearms are out there in our communities.",15/03/2022 14:00
1385,a,Jacinda Ardern,"Ten days after the attack, a royal commission of inquiry was set up. It provided 44 recommendations to help our country to become the diverse, safe, inclusive country we hope for it to be. And, as such, a Ministry for Ethnic Communities is in place. Last year was the first annual hui on counter-terrorism and countering violent extremism. A national centre of research excellence for preventing and countering violent extremism is under way, and a Master's scholarship programme has launched. ",15/03/2022 14:00
1386,a,Jacinda Ardern,"In September last year, our Counter-Terrorism Legislation Bill passed into law, giving enforcement agencies greater powers to protect New Zealanders from terrorist activity and, in particular, ensuring the planning and preparation for a terrorist act is now a criminal offence—a long outstanding gap in previous laws that has now been fixed.",15/03/2022 14:00
1387,a,Jacinda Ardern,"But the work continues. ""Better"" means changing more than the law. The 17 minutes of terror that was live streamed on social media on March 15 remains available on some parts of the web despite measures to take it down. It's clear the terrorist had spent a great deal of time in the deepest recesses of the web, spiralling into extremism. And so two months after the attack, alongside France, we brought together heads of State and Government, and leaders from the tech sector, to adopt the Christchurch Call, to eliminate terrorist and violent extremist content online. ",15/03/2022 14:00
1388,a,Jacinda Ardern,"The Christchurch Call community now includes the member States of the European Union and the European Commission, the United States, Japan, Korea, and many others—55 countries in total—and UNESCO, and the Council of Europe. Ten online service providers have joined the call. The call's civil society advisory group represents more than 50 different organisations and individuals from around the world. We pledged to work with each other and with civil society to tackle the underlying causes of terrorism and violent extremism and to develop technical solutions that improve the online environment and make social media platforms less hospitable to terrorists and violent extremists. We have made substantial progress but the work continues, including on our own social cohesion agenda. ",15/03/2022 14:00
1389,a,Jacinda Ardern,"So we honour the memories of the 51 Shaheed who were killed with the actions we have taken to make our country a better home for all who live here. We acted as a country to deny infamy to the one who craved it, we acted as a country to cloak our Muslim community in love, and we acted as a country to strengthen tools both at home and around the world to violent extremism. But we must all, every day, work hard to do better, including to combat Islamophobia in Aotearoa New Zealand. ",15/03/2022 14:00
1390,a,Jacinda Ardern,"Three years on, we turn to our Muslim community for inspiration to remain resolute in our task to protect one another, to better understand one another, to work together towards a safer, kinder New Zealand. Assalamu alaikum.",15/03/2022 14:00
1391,Speech,Speaker," Members, before we move to oral questions, I just want to give members participating remotely three reminders. First, could members please use their first name and last name in Zoom so that the Clerk's operators can identify them. The operators can't admit people to the meeting if they do not know who they are, and using full names makes it faster to find members and unmute their microphones. With the exception of whips, who have special accounts, members need to be either in the Chamber or on Zoom. If they do both, it causes confusion. A reminder that unmuting and muting is controlled by operators. When I give the call, the member is unmuted. There is no need for the member to do anything, and trying to unmute themselves can cause the member to mute again.",15/03/2022 14:39
1392,Speech,Assistant Speaker," Members, before I adjourn the House—prior to the committee stage, the House considered the instruction to the select committee on the COVID-19 Response (Courts Safety) Legislation Bill. The result of the vote was announced as Ayes 108, Noes 10. The correct result is Ayes 110, Noes 10. ",15/03/2022 21:57
1393,a,Assistant Speaker,The House is now adjourned till 2 p.m. next sitting day.,15/03/2022 21:57
1394,Speech,Assistant Speaker," With apologies to the Minister, but I just need to clear a procedural matter up now. To say to the Green Party that in calling for a party vote, the Green Party had a lot of time to do that, but the vote was already in progress. I didn't have time to see the message from the Green Party. So, please, all members, if they wish to make a remote contribution, the sooner you let the chair know, the sooner it appears in the message function, and we can go about our business in an orderly manner. With apologies to Aupito William Sio.",8/03/2022 17:40
1395,Speech,Jan Logie," Point of order, Madam Speaker. Sorry, Madam Speaker. I just seek to correct the previous vote, in that our member who's on House duty did put in the chat that we wished to vote.",8/03/2022 17:43
1396,Speech,Assistant Speaker, Thank you for that. Leave has been put to correct the vote. Is there any objection? There is none.,8/03/2022 17:44
1397,Speech,Chairperson," Members, before we proceed with this bill, I do need to correct the result of a party vote announced earlier this evening where the committee was considering the Commerce Amendment Bill. On the question that the Minister's amendment to Part 1, set out on Supplementary Order Paper 81 be agreed to, the result was announced as Ayes 65 and Noes 53. The correct result was Ayes 98, Noes 20. The record will be corrected accordingly. ",8/03/2022 21:22
1398,Speech,Jacinda Ardern," I move, That this House recognise the safe restoration of Parliament's grounds and the selfless service of our Police, Fire and Emergency Services, Wellington Free Ambulance, Parliament Security, and many others, in returning Parliament to the people.",3/03/2022 14:03
1399,a,Jacinda Ardern,"Yesterday, the Police restored order on Parliament's grounds after an illegal occupation that lasted 23 days. As a result of that operation, 89 arrests were made, 40 police officers were injured, and 8 were admitted to hospital. In total, 600 police staff were involved in yesterday's events. There were 50 firefighters on site alongside Wellington Free Ambulance, who were treating those who were injured. And Parliament security once again supported all those involved, and have stood alongside the New Zealand Police throughout the occupation.",3/03/2022 14:03
1400,a,Jacinda Ardern,"To each of you, we say thank you. You were there throughout these events at a great risk to yourselves. Many of you were abused, some were injured, but you put your personal safety aside in order to look after others. And for that, we are very grateful. ",3/03/2022 14:03
1401,a,Jacinda Ardern,"To Wellingtonians, I am sorry for what you have had to endure, but I thank you for your resilience. I hope your sense of safety and confidence has been restored.",3/03/2022 14:03
1402,a,Jacinda Ardern," He mihi ki ngā mana whenua, Taranaki Whānui.",3/03/2022 14:03
1403,a,Jacinda Ardern,"[I acknowledge Taranaki Whānui, the people of the land.]",3/03/2022 14:03
1404,a,Jacinda Ardern,"You have had to endure the trampling of your mana, and we will work with you to see that restored.",3/03/2022 14:03
1405,a,Jacinda Ardern,"I know many of us will have seen firsthand the events that unfolded on the grounds of Parliament yesterday afternoon. I was finishing a meeting on the other side of the building when I heard the sirens of the Fire Service. I stood in one of the Beehive offices as I watched the flames billow up from the front lawn of Parliament. The playground had been set alight. But as I was watching what was unfolding, Parliament continued. The debate in the House was being broadcast into the office, and as I watched the flames I could hear my colleague Barbara Edmonds speaking in the Chamber. She was talking about one of her family members who had recently become infected with COVID-19. It was her niece, who was only six weeks old; a newborn who struggled to breathe because of this pandemic that we are all working so hard to get safely on the other side of. It was hard to square. Here was a violent protest, full of anger, in response to measures that are designed to do no more than keep other people safe.",3/03/2022 14:03
1406,a,Jacinda Ardern,"I watched the first day the protest arrived here. I've watched protests come to Parliament over the years, I have received petitions, and I have spoken at many. And yet the day this one arrived, it was clear that it was different. There was an immediate focus on occupying the space. The rhetoric that came from the speakers they installed swung between benign to sometimes threatening. Many media who walked the grounds were either abused or, in some cases, chased away. It was a form of protest I did not recognise, and I found it hard to reconcile it with the reality of what all New Zealanders had faced in this pandemic and yet quietly got on with it.",3/03/2022 14:03
1407,a,Jacinda Ardern,"Barbara's niece spent time in hospital but is now recovering. And in a way, that's what we all want. For our vulnerable to be cared for, to get through, and to recover. And we will, but for now, we are in a very hard moment in time.",3/03/2022 14:03
1408,a,Jacinda Ardern,"For the first time in the two years since the start of the outbreak, New Zealanders are experiencing widespread COVID in the community. It is a period of disruption and risk. I saw a powerful message yesterday, shared by one of our health workers. It said that in all of the discussion about removing all of our current protections, they felt unseen—that with hundreds of hospitalisations and staff illness to contend with, the suggestion that we just give up and move on made them feel invisible. I know in this House none of us would wish any of our front-line workers to feel that way. They may not have occupied the front of Parliament, but they must occupy our thoughts.",3/03/2022 14:03
1409,a,Jacinda Ardern,"So my message today is simple. It is to condemn what happened here. Acts of violence cannot stand. It is to reinforce that this will always be a place where difference can be expressed and where that will be welcomed, but that should always be done with dignity and respect for the place upon which we stand; that everyone has sacrificed something in the last two years, but it has not been for nothing—it has been for each other. We just need to keep going a little longer.",3/03/2022 14:03
1410,a,Jacinda Ardern,"And finally, this too will pass. Where we are in the pandemic right now feels hard because it is, but things will change. Our people are coming home. Soon, tourists will return. Vaccine passes, mandates, restrictions—they will all change. There is reason to feel hopeful. ",3/03/2022 14:03
1411,a,Jacinda Ardern,"But for now, the smell of smoke has faded. The playground will be restored. And the people, our people, will return to their place. ",3/03/2022 14:03
1412,Speech,Speaker, The question is that the motion be agreed to.,3/03/2022 14:08
1413,Speech,Grant Robertson, I seek leave to move a motion without notice congratulating the New Zealand Winter Olympic team.,2/03/2022 14:01
1414,Interjection,Speaker, Is there any objection to that course of action? There appears to be done.,2/03/2022 14:01
1415,ContinueSpeech,Grant Robertson," I move, That this House congratulate the New Zealand Winter Olympic team for their outstanding achievements at the Beijing Winter Olympics. ",2/03/2022 14:01
1416,a,Grant Robertson,"With two golds medals and one silver medal, placing New Zealand 17th on the medal table, the 2022 Winter Olympics were the country's most successful ever. Throughout the Winter Olympics, our team of 15 athletes, nine men and six women, competing in five sports, kept New Zealand enthralled with their gutsy performances which included, for the first time ever, two Winter Olympic gold medals from Zoi Sadowski-Synnott in the women's snowboarding Slopestyle and freestyle skier Nico Porteous who claimed victory in the men's Halfpipe competition.",2/03/2022 14:01
1417,a,Grant Robertson,"Zoi Sadowski-Synnott's additional silver medal in the women's snowboarding Big Air proved her dominance in her sport. Over the last four years since she won bronze in the women's Big Air at the 2018 Winter Olympics. This has made her, over the last four years and in this competition, one of the best snowboarders in the world. To win New Zealand's first Winter Olympic gold medal on Waitangi Day gave Zoi's achievement a special place in our sporting history. Her courage and determination to win on the final run of the competition was an extraordinary effort and a moment that New Zealanders will never forget.",2/03/2022 14:01
1418,a,Grant Robertson,"Not to be outdone by Zoi's achievements, 20-year-old Nico Porteous' gold medal saw him become the youngest New Zealander to win a Winter Olympics medal, overcoming some very windy and wild conditions during his competition. It was the culmination of an incredible four years since the 2018 games, where he also won bronze. Since that time, he has consistently been on the podium at international events and, as has Zoi as well, innovated with new tricks that pushed the boundaries of their sports.",2/03/2022 14:01
1419,a,Grant Robertson,"I'd also like to acknowledge all the other members of team who gave it everything and delivered fantastic performances, proving that we have raft of young talent making its way through the ranks and inspiring the next generation of Kiwi snow sports stars. We are immensely proud of our athletes who rose above the ongoing impact of the COVID-19 pandemic, including the challenge of competing without friends and whānau on the side lines for their events, and we acknowledge those friends and whānau as well.",2/03/2022 14:01
1420,a,Grant Robertson,"I also want to acknowledge the support staff on the ground who played a critical role in the success of our team at these games. In particular, I'd like to mention chef de mission Martin Toomey and his team. Marty was formerly the chief executive of Snow Sports New Zealand and was part of the long-term planning and development that lay behind the success at these games. I want to acknowledge the whole snow sports New Zealand team, the New Zealand Olympic Committee, High Performance Sport New Zealand, and Sport New Zealand for their critical role in these stunning achievements.",2/03/2022 14:01
1421,a,Grant Robertson,"On behalf of the Government, our congratulations to all the members of the 2022 New Zealand Winter Olympic team. They have made us extremely proud and are an inspiration to all New Zealand. Now we can look forward to the Winter Paralympics starting later this week, where our New Zealand para-athletes will compete in the para - alpine ski events and, no doubt, will continue to make New Zealanders proud.",2/03/2022 14:01
1422,Speech,Speaker, The question is that the motion be agreed to.,2/03/2022 14:04
1423,Speech,Speaker," I have received a letter from Chris Bishop seeking to debate under Standing Order 399 the delay in processing COVID-19 tests, which was reported yesterday. This is a matter of recent occurrence for which there is ministerial responsibility. In considering an application for an urgent debate, it is relevant whether there are other parliamentary means of debating the subject. In this instance, the member has lodged an oral question about it and could take an opportunity in the general debate to raise it. For those reasons, the application is declined.",2/03/2022 15:18
1424,Speech,Assistant Speaker," Members, before I move on to the next members' order of the day, can I just alert the House to the fact that we are just about to go into the committee stage. If there are any members who are on the Zoom call who are intending to seek a call, it might be a good idea to line yourselves up to do that on the chat function, which will make everything easy for those of us presiding. ",2/03/2022 20:29
1425,Speech,Jacinda Ardern, I seek leave to move a motion without notice on Russia's invasion of Ukraine.,1/03/2022 14:01
1426,Speech,Speaker, Is there any objection to that course of action being followed? There is none.,1/03/2022 14:01
1427,ContinueSpeech,Jacinda Ardern," I move, That this House condemns the recent unprovoked and unjustified invasion of Ukraine by Russia, that it calls on Russia to cease all military operations in Ukraine and withdraw, and express New Zealand's strong support for Ukraine's people, its sovereignty and territorial integrity.",1/03/2022 14:01
1428,a,Speaker,"I will begin with the words of my colleague, foreign affairs Minister, Nanaia Mahuta. Russia's invasion of Ukraine is the blatant act of a bully—brutal, intolerable, and an act of aggression that has been met with condemnation from the people and the Parliament of New Zealand. ",1/03/2022 14:01
1429,a,Speaker,"We are united. Russia's actions are a direct challenge to our core values: democracy, human rights, and the international rules-based system—values that we rely on for our own peace and security. We live in a world that is increasingly connected and borderless, a world where a challenge to one is a challenge to all. And that is why we have not only taken a strong position in condemning Russia's invasion because of our beliefs and our values but because, now more than ever, we must all take a stand together.",1/03/2022 14:01
1430,a,Speaker,"Vladimir Putin's decision to launch an unprovoked military invasion of Ukraine is a flagrant breach of international law. By choosing to pursue this entirely avoidable path, innocent lives will be lost. New Zealand and our international partners call on Russia to do what is right. We call for an immediate end to military operations in Ukraine, and a permanent withdrawal to end a pointless war.",1/03/2022 14:01
1431,a,Speaker,"The Russian Government has repeatedly ignored opportunities for diplomacy, negotiation, and de-escalation. Instead, Vladimir Putin has ordered an aggressive, unprovoked assault on the people and Government of Ukraine. This was not a miscalculation as a result of Russia's unprecedented military build-up on Ukraine's borders; this was a deliberate, calculated, and cynical decision—a decision to violate Ukraine's sovereignty and territorial integrity, a decision to breach fundamental tenets of international law, and a decision by a permanent member of the United Nations Security Council to violate the UN Charter. Russia must now face the consequences of those decisions; so must Belarus, for its accomplice role in facilitating Russia's invasion. ",1/03/2022 14:01
1432,a,Speaker,"We have moved quickly in condemning the invasion. New Zealand immediately implemented a number of measures in response to Russia's actions. These are: the introduction of targeted travel bans against Russian Government officials and other individuals associated with the invasion of Ukraine, and the prohibition of export of goods to Russian military and security forces. This covers the export of all goods intended for use by the Russian military and security forces, including any armed force, paramilitary force, police force, or militia. This includes weapons and dual-use technology that have a civilian use but are intended for military use or that may have military applications. Such a blanket ban is a significant step, as it removes the ability for exporters to apply for a permit and sends a clear signal of support to Ukraine. And, thirdly, the measures include the suspension of bilateral foreign ministry consultations until further notice.",1/03/2022 14:01
1433,a,Speaker,"I want to be very clear here, though: New Zealand has not yet reached the extent of the measures we will take to condemn this act. We are pursuing new measures to target Russian investment, including measures to target financial institutions in New Zealand, including separate but Russian-targeted, specific legislation. We continue to engage with international partners over the collective action we can all take, but it is clear that there will be a significant cost imposed on Russia for their actions. Our message must be clear: we are united. ",1/03/2022 14:01
1434,a,Speaker,"Hundreds of people have already been killed or injured, hundreds of thousands more already displaced because of a conflict it seems the Russian people did not choose. The harrowing images of displaced or suffering civilians in Ukraine speak volumes of this unfolding tragedy and underline in very stark terms the human consequences of Russia's aggression. ",1/03/2022 14:01
1435,a,Speaker,"The scale of the humanitarian crisis that is unfolding is devastating. As a first step, we have moved quickly and announced a contribution of $2 million in humanitarian aid to support those in Ukraine impacted as a result of Russia's unprovoked invasion. Our initial contribution will help deliver essential humanitarian assistance, with a focus on supporting health facilities and meeting basic needs such as provision of food and hygiene items. We will continue to contribute to humanitarian assistance, as a core part of our role in the global response. ",1/03/2022 14:01
1436,a,Speaker,"I want to finish with the words of the President of Ukraine, who, hours before Russia invaded, said the following: ""Our main goal is peace in Ukraine and the safety of our people … For that, we are ready to have talks with anybody, including you (Russia) in any format, on any platform. The war will deprive guarantees from everybody—nobody will have security guarantees anymore. Who will suffer from it the most? The people. Who doesn't want it the most? The people. Who can stop it? The people. But are there those people among you?""",1/03/2022 14:01
1437,a,Speaker,"We have all been shaken by what we have seen, because what we have seen is a sense of stability, or order, of security being taken away. That affects all of us. And so, too, must we all act. This war must end. ",1/03/2022 14:01
1438,a,Speaker,Слава Україні.,1/03/2022 14:01
1439,Speech,Speaker, The question is that the motion be agreed to.,1/03/2022 14:09
1440,Speech,Speaker," Members, I just want to do a reminder that despite doing remote sittings, the normal rules as far as photography in the House and the requirement to get permission to do it, and not doing it from the floor, apply. I will take very seriously anyone who breaches that and publishes the photos. ",1/03/2022 14:28
1441,Speech,Chris Hipkins," A point of order, Mr Speaker. I seek leave to move a motion without notice on the appointment of an additional Assistant Speaker.",1/03/2022 15:41
1442,Interjection,Speaker, Is there any objection to that course of action being followed? There is none.,1/03/2022 15:41
1443,ContinueSpeech,Chris Hipkins," I move, That this House appoint Ian McKelvie as an Assistant Speaker, with effect during any sitting of the House that is held with members able to participate remotely.",1/03/2022 15:41
1444,a,Chris Hipkins,"Mr Speaker, this is an historic day for Parliament, with members participating remotely in the proceedings in the Chamber for the first time. You and the other presiding officers, I know, are going to considerable lengths to ensure that you can preserve your own health and wellbeing and that you're able to be in the Chamber when required. But after discussions at the Business Committee, I think it has been agreed that it would be wise to have an additional presiding officer on the team so that we can ensure that we have a presiding officer available for the duration of any remote sitting.",1/03/2022 15:41
1445,a,Chris Hipkins,"So I have great pleasure in nominating Ian McKelvie for the role of Assistant Speaker. He's a very experienced member of the House, having been member for Rangitīkei since 2011. He's the chairperson of the Governance and Administration Committee, a role that he performs, I'm told, with good humour and fairness. He is a respected and liked member across the House. He has a very calm and genial approach—qualities that I'm sure will serve him and us very well in the Chair. And so I thank him for agreeing to take on this role of Assistant Speaker, and commend his appointment to the House.",1/03/2022 15:41
